statelgdcode,districtlgdcode,year,state,district,sdyid,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,gdp,beds,tap,child_marriage,nitrate,lyi_kharif_cash,lyi_kharif_cereal,lyi_kharif_coarse,lyi_kharif_hort,lyi_kharif_oilseed,lyi_kharif_pulse,lyi_rabi_cash,lyi_rabi_cereal,lyi_rabi_coarse,lyi_rabi_hort,lyi_rabi_oilseed,lyi_rabi_pulse,lyi_summer_cash,lyi_summer_cereal,lyi_summer_coarse,lyi_summer_hort,lyi_summer_oilseed,lyi_summer_pulse,lyi_wholeyear_cash,lyi_wholeyear_cereal,lyi_wholeyear_coarse,lyi_wholeyear_hort,lyi_wholeyear_oilseed,lyi_wholeyear_pulse,yi_kharif_cash_lag1,yi_kharif_cereal_lag1,yi_kharif_coarse_lag1,yi_kharif_hort_lag1,yi_kharif_oilseed_lag1,yi_kharif_pulse_lag1,yi_rabi_cash_lag1,yi_rabi_cereal_lag1,yi_rabi_coarse_lag1,yi_rabi_hort_lag1,yi_rabi_oilseed_lag1,yi_rabi_pulse_lag1,yi_summer_cash_lag1,yi_summer_cereal_lag1,yi_summer_coarse_lag1,yi_summer_hort_lag1,yi_summer_oilseed_lag1,yi_summer_pulse_lag1,yi_wholeyear_cash_lag1,yi_wholeyear_cereal_lag1,yi_wholeyear_coarse_lag1,yi_wholeyear_hort_lag1,yi_wholeyear_oilseed_lag1,yi_wholeyear_pulse_lag1,yidev_kharif_cash,yidev_kharif_cereal,yidev_kharif_coarse,yidev_kharif_hort,yidev_kharif_oilseed,yidev_kharif_pulse,yidev_rabi_cash,yidev_rabi_cereal,yidev_rabi_coarse,yidev_rabi_hort,yidev_rabi_oilseed,yidev_rabi_pulse,yidev_summer_cash,yidev_summer_cereal,yidev_summer_coarse,yidev_summer_hort,yidev_summer_oilseed,yidev_summer_pulse,yidev_wholeyear_cash,yidev_wholeyear_cereal,yidev_wholeyear_coarse,yidev_wholeyear_hort,yidev_wholeyear_oilseed,yidev_wholeyear_pulse,yi_kharif_cash,yi_kharif_cereal,yi_kharif_coarse,yi_kharif_hort,yi_kharif_oilseed,yi_kharif_pulse,yi_rabi_cash,yi_rabi_cereal,yi_rabi_coarse,yi_rabi_hort,yi_rabi_oilseed,yi_rabi_pulse,yi_summer_cash,yi_summer_cereal,yi_summer_coarse,yi_summer_hort,yi_summer_oilseed,yi_summer_pulse,yi_wholeyear_cash,yi_wholeyear_cereal,yi_wholeyear_coarse,yi_wholeyear_hort,yi_wholeyear_oilseed,yi_wholeyear_pulse,yigr_kharif_cash,yigr_kharif_cereal,yigr_kharif_coarse,yigr_kharif_hort,yigr_kharif_oilseed,yigr_kharif_pulse,yigr_rabi_cash,yigr_rabi_cereal,yigr_rabi_coarse,yigr_rabi_hort,yigr_rabi_oilseed,yigr_rabi_pulse,yigr_summer_cash,yigr_summer_cereal,yigr_summer_coarse,yigr_summer_hort,yigr_summer_oilseed,yigr_summer_pulse,yigr_wholeyear_cash,yigr_wholeyear_cereal,yigr_wholeyear_coarse,yigr_wholeyear_hort,yigr_wholeyear_oilseed,yigr_wholeyear_pulse,lyi_kharif_all,yidev_kharif_all,lyi_rabi_all,yidev_rabi_all,lyi_wholeyear_all,yidev_wholeyear_all,lyi_summer_all,yidev_summer_all,area_total,share_foodgrain_area,n_categories,hhi_area,census_state,census_district,pop_2011,lit_rate,f_lit_rate,sc_st_share,agri_worker_share,urban_share,nfhs_women_literate,nfhs_married_before18,nfhs_anc4_visits,nfhs_ifa_100days,nfhs_institutional_births,nfhs_women_bmi_low,nfhs_pregnant_anaemic,nfhs_women_anaemic,rain_annual,rain_jjas,rain_annual_anom,rain_jjas_anom,rain_jjas_anom_lag1,state_pop_2011,zone,female_pct,log_gdp,log_beds,log_tap,gdp_pc,log_gdp_pc,beds_per_lakh,child_marriage_per_mn,nitrate_missing
21,351,2016,Odisha,Deogarh,OdishaDeogarh2016,5752,5033,5689,5269,4654,3864,9,379,169,210,2349,28.8,2349,2728,86.1,92.3,13.9,1325,5394,48.6,197.7,2694,98.8,47,98.3,2683,592,22.1,2636,97.8,974,0.3,99.7,5093,0,1.9,74.1,24,130,0,16.7,15.7,4.6,0,1.9,0,61.1,33734806,25650,2.73,15,4.9933,,0.2505859408,-0.7519878321,-1.291296594,0.2709427484,-0.9010246044,3.482009024,0.5858631495,,1.679453967,-1.20682587,-0.9558879559,,0.3174961819,,-0.8439700703,0.5290022239,-0.8705609602,,,,,,,,1.215317,,0.34,2.552632,0.3311111,48.0875,0.9091176,,5.145888,0.2466667,0.3097959,,2.033334,,0.29,1.5625,0.2865385,,,,,,,,-0.1906704565,,0.05959816272,-0.1684415866,0.3130534552,-0.3618726488,-0.1569382735,,0.4284834196,0.2320080781,0.1609528009,,0.2868444905,,0.3494061772,0.1125201201,0.1989795875,,,,,,,,1.284778,0.4714285,0.2749141,1.3112,0.4061533,32.525,1.796541,,5.362627,0.2991453,0.3844706,,1.373684,,0.43,1.697238,0.4187166,,,,,,,,0.05558099266,,-0.2124869324,-0.6661822353,0.2042767059,-0.3910132437,0.6811439697,,0.04125601781,0.1928913759,0.2159536295,,-0.3921806285,,0.3939042857,0.08271512129,0.3793214112,,,,,,,0.1013139306,-0.1309052523,0.5626918095,-0.1414356682,,,-0.2070315868,0.1762771109,46295,0.977427368,6,0.8293796197,21,373,312520,72.56669956,63.04639095,52.00051197,75.64904645,7.164341482,66.8,23.4,58.4,34,85.3,31.4,,42.6,1253.5,1031.5,-0.8550419002,-0.6124813149,-0.5968172917,41974218,east,49.3414387,17.33404068,10.15229885,1.004301609,80370.30255,11.29440002,61.10894073,0.3573622265,0
21,352,2011,Odisha,Dhenkanal,OdishaDhenkanal2011,24211,5646,22114,22219,19525,5747,210,998,246,752,16872,88.7,17843,18841,94.7,96,5.3,11323,16656,60.1,88.4,18577,98.6,473,97.5,17579,2502,14.2,16395,88.3,865,0.3,99.7,19367,0,0.2,77.5,22.3,200,2.2,4.9,31.4,2.2,0.5,0.5,0,58.4,23098708,25650,4.51,0,16.835,,0.2202160704,-0.7985076962,-1.514127733,-0.2679244135,-1.582409007,4.244802145,0.7430329348,,2.074152454,-0.8629028202,-1.169613246,,1.095919333,,-1.137078622,0.5579109069,-1.089805185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1722465236,-0.1891867754,-0.2795373076,-0.2736404543,-0.2934843592,-0.01577155736,-0.1762452339,,-0.1402069461,-0.6012110226,-0.2974371749,,1.166178581,,0.02866722192,-0.02013925975,-0.2454825117,,,,,,,,1.246346,0.45,0.22,0.7649656,0.2054795,69.74196,2.102302,,7.957799,0.4219355,0.310487,,2.991932,,0.3207547,1.747019,0.336282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1169275338,-0.1893225773,0.6663517212,-0.1820197516,,,0.3269586143,0.2614325575,101719,0.9669186681,6,0.8408143877,21,383,1192811,78.76038587,71.00278524,33.21020681,53.92610893,9.851183465,72.8,25.4,69.9,35.5,90.1,25.6,,39.4,1346.3,1167,-0.412466388,0.1194066694,-0.9446666363,41974218,east,46.38069705,16.95528724,10.15229885,1.506297154,55030.7048,10.91564658,61.10894073,0,0
21,352,2012,Odisha,Dhenkanal,OdishaDhenkanal2012,21361,6369,21579,20252,17703,6414,86,850,316,534,16430,90.6,17215,18065,95.3,97,4.7,11430,16666,63.3,92.3,17750,98.3,395,97.8,16871,3393,20.1,16831,94.8,894,0.1,99.9,20796,0,0.5,68.8,30.7,146,6.7,11.9,37.8,3.7,0.7,0,0,39.3,24336348,25650,4.51,2,6.448,,0.4058217112,-0.2231435513,-1.169486679,-0.01010104421,-1.524880795,4.31867674,1.019548879,,2.378578073,-0.3243619629,-0.7919697817,,-4.722951972,,-1.10809097,0.4134339391,-0.9137145531,,,,,,,,1.246346,0.45,0.22,0.7649656,0.2054795,69.74196,2.102302,,7.957799,0.4219355,0.310487,,2.991932,,0.3207547,1.747019,0.336282,,,,,,,,0.01335911712,0.3861773695,0.06510374589,-0.01581708503,-0.2359561472,0.05810303757,0.1002707104,,0.164218673,-0.06267016526,0.08020628982,,-4.652692723,,0.05765487459,-0.1646162275,-0.06939187947,,,,,,,,1.500535,0.8,0.3105263,0.9899498,0.217647,75.0892,2.771944,,10.78955,0.7229885,0.4529517,,0.0088889,,0.3301887,1.512001,0.4010318,,,,,,,,0.1856056408,0.5753641449,0.3446410535,0.2578233693,0.05752821204,0.07387459493,0.2765159443,,0.304425619,0.5385408573,0.3776434647,,-5.818871304,,0.02898765267,-0.1444769677,0.1760906322,,,,,,,0.333506515,0.008208204975,0.9320457416,0.09899756105,,,-4.61400295,-4.550798119,319123,0.9834264531,6,0.9330363854,21,383,1192811,78.76038587,71.00278524,33.21020681,53.92610893,9.851183465,72.8,25.4,69.9,35.5,90.1,25.6,,39.4,1405.9,1153.3,-0.1282260805,0.04540766289,0.1194066694,41974218,east,47.20168955,17.00748159,10.15229885,1.506297154,57979.27671,10.96784093,61.10894073,0.04764829687,0
21,352,2013,Odisha,Dhenkanal,OdishaDhenkanal2013,23609,11203,22424,21277,21178,9034,166,869,363,506,15146,82.1,16324,17193,94.9,97.1,5.1,15169,15421,88.2,89.7,16936,98.5,358,97.9,15960,3615,22.7,16462,97.2,902,0,100,18783,0,0.2,88.1,11.7,336,2.9,12.1,27.4,4.2,0.3,0.7,0,52.4,26589153,25650,4.51,0,3,,0.4040267408,-0.9162907319,-0.8209805521,0.2553721844,-1.609437912,4.347227611,0.9949336911,,2.410571857,-0.2222935377,-0.8697965348,,1.384450162,,-0.8972425558,0.8658421333,-0.7765287895,,,,,,,,1.500535,0.8,0.3105263,0.9899498,0.217647,75.0892,2.771944,,10.78955,0.7229885,0.4529517,,0.0088889,,0.3301887,1.512001,0.4010318,,,,,,,,0.01156414676,-0.3069698111,0.4136098729,0.2496561436,-0.320513265,0.08665390882,0.07565552238,,0.1962124569,0.03939825996,0.002379536768,,1.45470941,,0.2685032886,0.2877919666,0.0677938841,,,,,,,,1.497844,0.4,0.44,1.290942,0.2,77.26396,2.704545,,11.14033,0.8006803,0.4190368,,3.99263,,0.4076923,2.377007,0.46,,,,,,,,-0.001794970364,-0.6931471806,0.348506127,0.2654732287,-0.08455711776,0.02855087125,-0.02461518798,,0.03199378392,0.1020684252,-0.07782675305,,6.107402133,,0.210848414,0.4524081941,0.1371857636,,,,,,,0.3812698021,0.02517611141,0.9276903287,0.07303582534,,,0.456276926,0.5301209198,100813,0.9746858044,6,0.8547786081,21,383,1192811,78.76038587,71.00278524,33.21020681,53.92610893,9.851183465,72.8,25.4,69.9,35.5,90.1,25.6,,39.4,1632.3,1115.6,0.9515055571,-0.1582246398,0.04540766289,41974218,east,47.42376446,17.09601391,10.15229885,1.506297154,63346.39278,11.05637324,61.10894073,0,0
21,352,2014,Odisha,Dhenkanal,OdishaDhenkanal2014,22733,16711,21765,20951,21205,9899,42,970,542,428,14718,82.8,16451,17421,94.4,97.5,5.6,14383,21832,82.6,125.3,17183,98.6,366,97.9,15642,3379,21.6,17010,99,907,0.4,99.6,20396,0,0.2,87.4,12.4,406,1.3,7.9,27.3,3.4,0.8,1.6,0,57.7,27066534,25650,4.51,0,2.399459,,0.6867074902,,-1.455287375,0.1451370359,-1.214444104,4.242764567,1.221087705,,2.352386175,-1.170112265,-0.7951847788,,0.6592454565,,-1.151130227,0.700631106,-0.7580855683,,,,,,,,1.497844,,0.44,1.290942,0.2,77.26396,2.704545,,11.14033,0.8006803,0.4190368,,3.99263,,0.4076923,2.377007,0.46,,,,,,,,0.2942448961,,-0.2206969505,0.139420995,0.07448054328,-0.01780913526,0.3018095365,,0.1380267744,-0.908420467,0.07699129274,,0.729504705,,0.01461561699,0.1225809394,0.0862371053,,,,,,,,1.987162,,0.2333333,1.156198,0.296875,69.6,3.390874,,10.51062,0.3103321,0.4514978,,1.933333,,0.3162791,2.015024,0.4685626,,,,,,,,0.2826807494,,-0.6343068234,-0.1102351486,0.3949938082,-0.1044630441,0.2261540141,,-0.05818568245,-0.9478187269,0.07461175597,,-0.7252047052,,-0.2538876716,-0.1652110273,0.0184432212,,,,,,,0.6655047342,0.2898842101,1.151110659,0.2874679233,,,-0.1553869111,0.1010423964,107354,0.9712539822,5,0.8392143533,21,383,1192811,78.76038587,71.00278524,33.21020681,53.92610893,9.851183465,72.8,25.4,69.9,35.5,90.1,25.6,,39.4,1537,1255.8,0.4970072132,0.5990498651,-0.1582246398,41974218,east,47.5616151,17.11380861,10.15229885,1.506297154,64483.71236,11.07416795,61.10894073,0,0
21,352,2015,Odisha,Dhenkanal,OdishaDhenkanal2015,22052,18237,20695,20626,20480,10625,24,692,566,126,14268,82.6,16182,16874,95.9,99.3,4.1,13658,19014,80.9,112.7,16657,98.7,323,98.1,15947,2741,17.2,16448,98.7,903,0.8,99.2,19508,0,0.6,83.1,16.3,318,3.1,11.6,19.7,4.1,0.3,3.4,0,57.8,29222893,25650,4.51,1,4.03542,,0.182172379,-0.5978370008,-1.36431528,-0.1648892659,-1.065822305,4.149606911,0.4807376876,,1.906404401,0.5845135363,-0.8595902701,,0.2097202607,,-1.091494778,0.2776203729,-0.7401840726,,,,,,,,1.987162,,0.2333333,1.156198,0.296875,69.6,3.390874,,10.51062,0.3103321,0.4514978,,1.933333,,0.3162791,2.015024,0.4685626,,,,,,,,-0.2102902151,0.01148392003,-0.1297248555,-0.1706053068,0.2231023429,-0.1109667915,-0.4385404812,,-0.3079549992,0.8462053339,0.01258580142,,0.2799795092,,0.07425106601,-0.3004297937,0.104138601,,,,,,,,1.199821,0.55,0.2555556,0.8479876,0.3444445,63.40907,1.617267,,6.728851,1.794118,0.4233355,,1.233333,,0.3357143,1.319985,0.4770261,,,,,,,,-0.5045351112,,0.09097209498,-0.3100263018,0.1486217996,-0.09315765619,-0.7403500177,,-0.4459817736,1.754625801,-0.06440549132,,-0.4495251958,,0.05963544902,-0.4230107331,0.01790149569,,,,,,,0.1563614323,-0.206964184,0.4598481927,-0.4191626862,,,-0.08463764829,-0.1553795721,94438,0.9593913467,6,0.8335661741,21,383,1192811,78.76038587,71.00278524,33.21020681,53.92610893,9.851183465,72.8,25.4,69.9,35.5,90.1,25.6,,39.4,1210,1034.4,-1.062499172,-0.5968172917,0.5990498651,41974218,east,47.45139254,17.19046297,10.15229885,1.506297154,69621.05405,11.1508223,61.10894073,0.02382414843,0
21,352,2016,Odisha,Dhenkanal,OdishaDhenkanal2016,19759,15921,17939,18225,17236,10851,39,562,442,120,13083,78.8,15268,15830,96.4,99.2,3.6,9002,17019,56.9,107.5,15610,98.6,301,98.1,15582,2365,15.2,15463,99.1,925,0.4,99.6,19508,0,1,87.9,11.1,245,1.3,15,22.1,5.3,0,0.4,0,55.8,33734806,25650,4.51,15,4.9933,,0.4558311728,-0.5108256238,-1.08334493,0.07670174826,-0.7365537622,4.26036424,1.056328115,,2.164063441,0.4250062633,-0.7469018174,,0.9520612692,,-1.609437912,0.6528625416,-0.7876178728,,,,,,,,1.199821,0.55,0.2555556,0.8479876,0.3444445,63.40907,1.617267,,6.728851,1.794118,0.4233355,,1.233333,,0.3357143,1.319985,0.4770261,,,,,,,,0.06336857869,0.09849529702,0.1512454948,0.07098570744,0.5523708852,-0.0002094623243,0.1370499458,,-0.05029595902,0.686698061,0.1252742542,,1.022320518,,-0.4436920681,0.074812375,0.05670480077,,,,,,,,1.577484,0.6,0.3384615,1.07972,0.478761,70.83578,2.875792,,8.706444,1.5296,0.4738323,,2.591045,,0.2,1.921032,0.4549272,,,,,,,,0.2736587938,0.08701137699,0.2809703503,0.2415910142,0.3292685423,0.1107573291,0.575590427,,0.2576590401,-0.159507273,0.1126884527,,0.7423410085,,-0.5179431341,0.3752421687,-0.04743380022,,,,,,,0.3022606157,0.1054490737,0.9803694261,0.1396904223,,,-0.5136665385,0.1181199954,82397,0.9810429991,6,0.8415151903,21,383,1192811,78.76038587,71.00278524,33.21020681,53.92610893,9.851183465,72.8,25.4,69.9,35.5,90.1,25.6,,39.4,1253.5,1031.5,-0.8550419002,-0.6124813149,-0.5968172917,41974218,east,48.05194805,17.33404068,10.15229885,1.506297154,80370.30255,11.29440002,61.10894073,0.3573622265,0
21,353,2011,Odisha,Gajapati,OdishaGajapati2011,14281,3971,11231,12535,9668,3069,7,4516,438,4078,7094,56.2,8107,12623,64.2,67.7,35.8,6470,8378,51.3,66.4,12408,98.3,269,97.9,11766,1286,10.9,11062,89.2,938,1.5,98.5,10493,0,0.2,38.6,61.2,224,2.9,9,15.7,12.9,1,11.4,0,47.1,23098708,25650,4.92,0,16.835,,0.6583957851,-0.1415285419,,-0.03310001093,,4.316332913,0.0273991904,-1.073133156,-3.218875825,-2.657788263,-1.897540073,,0.2623642645,-0.3511955547,-1.316569811,0.1823215568,-1.714798428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1281485226,0.09332321965,,-0.03543200915,,0.2443264638,-0.2949910129,-0.6557149982,-2.83599848,-0.6611492421,-0.3063661193,,0.7647388237,0.01664925399,0.1383770322,0.06598683303,0.09134157705,,,,,,,,1.931691,0.8680304,,0.9674418,,74.91341,1.027778,0.3419355,0.04,0.0701031,0.149937,,1.3,0.7038461,0.2680532,1.2,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.565383925,0.1236074531,-0.1030400013,-0.2979114231,,,-0.8725079766,0.1159274841,51336,0.9753779024,6,0.8169562045,21,389,577817,53.48804991,43.17604089,61.0727964,74.25535751,12.22982363,45,25.3,49.1,22.4,63.3,22.1,,58.5,1346.3,1167,-0.412466388,0.1194066694,-0.9446666363,41974218,east,48.4004128,16.95528724,10.15229885,1.593308531,55030.7048,10.91564658,61.10894073,0,0
21,353,2012,Odisha,Gajapati,OdishaGajapati2012,13526,4698,10812,11697,10177,4140,10,4255,601,3654,6544,47.6,7290,11545,63.1,68.3,36.9,3906,6471,33.8,56.1,11357,98.4,214,98.2,11205,1348,12,11013,97,937,2.5,97.5,11415,0,0,45.1,54.9,100,1.3,1.3,36.7,21.5,0,6.3,0,32.9,24336348,25650,4.92,2,6.448,,0.6493060497,-0.2433613098,,-0.01603700815,,4.042349267,0.7389447762,-0.1625189295,,-1.823847838,-1.523824596,,-4.202910209,-0.3788980583,-1.350768543,0.2310196532,-1.401036494,,,,,,,,1.931691,0.8680304,,0.9674418,,74.91341,1.027778,0.3419355,,0.0701031,0.149937,,1.3,0.7038461,0.2680532,1.2,0.18,,,,,,,,0.1190587872,-0.008509548222,,-0.01836900637,,-0.02965718235,0.4165545729,0.2548992285,,0.1727911832,0.0673493582,,-3.70053565,-0.01105324958,0.1041783003,0.1146849295,0.4051035108,,,,,,,,1.914212,0.7839882,,0.9840909,,56.96,2.093725,0.85,,0.1614035,0.217877,,0.014952,0.6846154,0.2590411,1.259884,0.2463415,,,,,,,,-0.009089735413,-0.1018327679,,0.01706300278,,-0.2739836461,0.7115455858,0.9106142267,,0.8339404253,0.3737154775,,-4.465274473,-0.02770250357,-0.0341987319,0.04869809644,0.3137619337,,,,,,,0.5700787943,0.1074314458,0.4423870962,0.3695985469,,,-4.157905052,-3.646130517,117155,0.990593658,6,0.8851446925,21,389,577817,53.48804991,43.17604089,61.0727964,74.25535751,12.22982363,45,25.3,49.1,22.4,63.3,22.1,,58.5,1405.9,1153.3,-0.1282260805,0.04540766289,0.1194066694,41974218,east,48.37377388,17.00748159,10.15229885,1.593308531,57979.27671,10.96784093,61.10894073,0.04764829687,0
21,353,2013,Odisha,Gajapati,OdishaGajapati2013,13923,7314,11676,12250,10060,5988,49,4514,459,4055,6594,40.6,7319,11833,61.9,65.7,38.1,4548,6923,38.4,58.5,11669,98.6,193,98.4,11337,1272,11.2,11590,99.3,955,2.8,97.2,11328,0,0,47.2,52.8,93,2.3,2.3,18.4,10.3,1.1,4.6,0,60.9,26589153,25650,4.92,0,3,,0.1330612821,-0.2652931194,,-0.003019654571,,4.201703081,-0.1144103421,-0.2231435513,-2.148434127,-2.58288647,-1.588950226,,0,-0.2972514465,-1.584576534,0.06403902141,-2.302585093,,,,,,,,1.914212,0.7839882,,0.9840909,,56.96,2.093725,0.85,,0.1614035,0.217877,,0.014952,0.6846154,0.2590411,1.259884,0.2463415,,,,,,,,-0.3971859804,-0.03044135784,,-0.005351652796,,0.1296966311,-0.4368005454,0.1942746067,-1.765556782,-0.5862474486,0.002223728077,,0.5023745593,0.07059336213,-0.1296296907,-0.05229570236,-0.4964450879,,,,,,,,1.14232,0.7669811,,0.9969849,,66.8,0.8918919,0.8,0.1166667,0.0755556,0.2041398,,1,0.7428572,0.2050346,1.066134,0.1,,,,,,,,-0.5162447676,-0.02193180961,,0.01301735358,,0.1593538134,-0.8533551183,-0.06062462182,,-0.7590386318,-0.06512563012,,4.202910209,0.08164661171,-0.233807991,-0.1669806318,-0.9015485987,,,,,,,0.09874774476,-0.3615445653,-0.3087605208,-0.3775839529,,,-0.681026204,0.1519660824,58301,0.9717500557,6,0.7411562891,21,389,577817,53.48804991,43.17604089,61.0727964,74.25535751,12.22982363,45,25.3,49.1,22.4,63.3,22.1,,58.5,1632.3,1115.6,0.9515055571,-0.1582246398,0.04540766289,41974218,east,48.84910486,17.09601391,10.15229885,1.593308531,63346.39278,11.05637324,61.10894073,0,0
21,353,2014,Odisha,Gajapati,OdishaGajapati2014,13477,7793,11269,11422,9209,6672,23,4295,435,3860,6989,65.4,7514,11809,63.6,67.3,36.4,5261,6951,44.6,58.9,11636,98.5,212,98.2,11480,2079,18.1,11630,99.9,954,2.1,97.9,11265,0,0,45.4,54.5,136,1.7,1.7,5.8,14,0.8,5.8,0,70.2,27066534,25650,4.92,0,2.399459,,0.07141792866,-0.3312084149,,0.08791197133,,3.971535668,0.3964149453,-0.3060312605,2.48240352,-2.353878387,-1.572213421,,0.1251628488,-0.4663739047,-1.52311619,-0.1448913302,,,,,,,,,1.14232,0.7669811,,0.9969849,,66.8,0.8918919,0.8,0.1166667,0.0755556,0.2041398,,1,0.7428572,0.2050346,1.066134,,,,,,,,,-0.4588293339,-0.09635665333,,0.08557997311,,-0.1004707814,0.07402474203,0.1113868975,2.865280865,-0.3572393661,0.01896053263,,0.6275374081,-0.098529096,-0.06816934694,-0.261226054,,,,,,,,,1.07403,0.7180555,,1.091892,,53.06596,1.486486,0.7363636,11.97,0.095,0.2075852,,1.133333,0.6272727,0.2180314,0.8651163,,,,,,,,,-0.06164335348,-0.06591529549,,0.0909316259,,-0.2301674125,0.5108252874,-0.08288770919,4.630837647,0.2290080825,0.01673680455,,0.1251628488,-0.1691224581,0.06146034373,-0.2089303516,,,,,,,,0.04947007875,-0.437762494,0.1462091528,0.0676888673,,,-1.460184513,-0.07360360037,59603,0.9776017986,6,0.7679222651,21,389,577817,53.48804991,43.17604089,61.0727964,74.25535751,12.22982363,45,25.3,49.1,22.4,63.3,22.1,,58.5,1537,1255.8,0.4970072132,0.5990498651,-0.1582246398,41974218,east,48.82292733,17.11380861,10.15229885,1.593308531,64483.71236,11.07416795,61.10894073,0,0
21,353,2015,Odisha,Gajapati,OdishaGajapati2015,13447,8601,11058,11440,10979,11665,251,3951,237,3714,6390,60.6,6885,10836,63.5,65.7,36.5,4934,6785,45.5,62.6,10688,98.6,184,98.3,10683,1741,16.3,10611,99.3,945,1.8,98.2,10976,0,0,53.4,46.6,159,0.7,9.2,13.7,12.4,0.7,1.3,0,62.1,29222893,25650,4.92,1,4.03542,,0.7486306091,-0.204575632,,-0.09651079025,,4.028916757,-0.02711542273,-0.5506715323,1.720212267,-2.394019693,-1.744139132,,0,-0.3566749439,-1.523399675,0.2491847176,,,,,,,,,1.07403,0.7180555,,1.091892,,53.06596,1.486486,0.7363636,11.97,0.095,0.2075852,,1.133333,0.6272727,0.2180314,0.8651163,,,,,,,,,0.2183833465,0.03027612951,,-0.09884278847,,-0.04308969256,-0.349505626,-0.1332533743,2.103089612,-0.3973806713,-0.1529651781,,0.5023745593,0.01116986473,-0.06845283253,0.1328499938,,,,,,,,,2.114103,0.8149931,,0.9080001,,56.2,0.9732489,0.5765625,5.585714,0.0912621,0.1747954,,1,0.7,0.2179696,1.282979,,,,,,,,,0.6772126804,0.1266327828,,-0.1844227616,,0.05738108883,-0.423530368,-0.2446402718,-0.7621912528,-0.04014130519,-0.1719257107,,-0.1251628488,0.1096989607,-0.0002834855902,0.3940760478,,,,,,,,0.7032672834,0.2091923543,-0.1973441076,-0.3273440293,,,-0.654872982,0.2321291603,58186,0.9791186883,6,0.8045438791,21,389,577817,53.48804991,43.17604089,61.0727964,74.25535751,12.22982363,45,25.3,49.1,22.4,63.3,22.1,,58.5,1210,1034.4,-1.062499172,-0.5968172917,0.5990498651,41974218,east,48.58611825,17.19046297,10.15229885,1.593308531,69621.05405,11.1508223,61.10894073,0.02382414843,0
21,353,2016,Odisha,Gajapati,OdishaGajapati2016,12598,8453,11264,10548,10405,15625,730,3687,395,3292,6067,63.6,6688,10375,64.5,68.3,35.5,4894,6467,47.2,62.3,10186,98.2,244,97.7,10160,1861,18.3,10000,98.2,946,2.8,97.2,10668,0,0,54.5,45.5,153,4.2,5.6,7.7,13.4,0,1.4,0,67.6,33734806,25650,4.92,15,4.9933,,0.9206719204,-0.2231435513,,0.07474748191,,3.871201011,0.9131080726,-0.1890105181,-0.7496925588,-0.1674134765,-1.220376275,,0.8011357399,-0.3566749439,-1.431250305,,,,,,,,,,2.114103,0.8149931,,0.9080001,,56.2,0.9732489,0.5765625,5.585714,0.0912621,0.1747954,,1,0.7,0.2179696,,,,,,,,,,0.3904246579,0.01170821023,,0.07241548368,,-0.2008054385,0.5907178693,0.2284076399,-0.3668152139,1.829225545,0.3707976785,,1.303510299,0.01116986473,0.02369653761,,,,,,,,,,2.510977,0.8,,1.077612,,48,2.492056,0.8277778,0.4725118,0.8458498,0.2951191,,2.22807,0.7,0.2390099,,,,,,,,,,0.1720413114,-0.01856791928,,0.1712582722,,-0.157715746,0.9402234953,0.3616610142,-2.469904826,2.226606216,0.5237628566,,0.8011357399,0,0.09214937014,,,,,,,,,0.8314718679,0.3606845107,0.6024616832,0.5620867683,,,-0.2477691572,0.701012035,62250,0.9833413655,6,0.7498881068,21,389,577817,53.48804991,43.17604089,61.0727964,74.25535751,12.22982363,45,25.3,49.1,22.4,63.3,22.1,,58.5,1253.5,1031.5,-0.8550419002,-0.6124813149,-0.5968172917,41974218,east,48.61253854,17.33404068,10.15229885,1.593308531,80370.30255,11.29440002,61.10894073,0.3573622265,0
